ltable_id,rtable_id,label
386,2204,1
2700,1380,1
4237,2466,1
61,2710,1
2256,990,0
3812,65,0
2175,996,1
3410,2543,0
3758,2120,1
465,2754,0
1042,55,1
1437,2721,0
1552,2610,0
1433,789,0
551,2852,0
890,2580,1
459,2858,0
3362,672,0
787,277,0
862,2906,1
1748,652,1
1054,2543,0
1842,737,1
680,1073,0
1888,1566,0
1926,2015,0
2981,378,0
2916,1456,0
50,44,0
3846,141,0
2844,1465,0
2007,203,1
1460,412,1
1567,691,0
1224,2185,0
3800,2146,1
641,2216,0
2135,2930,0
2909,1529,1
1362,2095,0
242,1101,0
98,1804,0
271,1410,1
1914,793,1
1169,2667,0
3604,622,0
482,2772,0
2689,1373,1
170,1919,0
59,2143,0
284,2980,0
2457,2261,0
2254,504,0
1629,1506,0
1223,1854,0
2553,57,0
120,213,1
4157,2405,1
2632,1555,0
3622,2020,1
1780,685,1
1290,1237,0
3533,849,0
3275,1217,0
2992,1590,1
3368,48,0
2730,2579,0
3917,2224,1
3368,716,0
2163,985,1
1696,2587,0
2589,2906,0
1941,2121,0
470,421,0
2693,1004,0
543,742,0
2447,2712,0
1907,513,0
4088,2351,1
2463,1206,1
118,733,0
163,2583,0
2992,1624,0
3468,1921,1
414,1563,0
463,514,0
2934,280,0
3381,1859,1
190,805,1
1621,548,1
3034,2634,0
348,2830,0
2491,1230,1
3210,1737,1
610,2658,0
237,2722,0
2135,668,0
999,384,0
1707,2902,0
2291,590,0
1850,742,1
1456,1870,0
394,331,0
3613,1893,0
3051,1861,0
1394,358,1
982,2999,1
1920,2653,0
1220,1563,0
355,1475,0
4063,2331,1
285,925,0
1004,20,1
877,1190,0
3073,1647,1
1030,43,1
4319,555,0
1899,456,0
4003,2284,1
1745,1128,0
1648,571,1
487,1912,0
1375,314,0
1456,409,1
2606,1320,1
3079,2678,0
993,1059,0
2764,1423,1
3598,869,0
396,1136,0
