ltable_id,rtable_id,label
b000egidpe,http://www.google.com/base/feeds/snippets/381135748290856568,1
b000jqv8t2,http://www.google.com/base/feeds/snippets/13604290549206936185,0
b000hpf7p6,http://www.google.com/base/feeds/snippets/12995599724265106066,0
b000b5ue6y,http://www.google.com/base/feeds/snippets/18392141725886908183,1
b0002ce0v6,http://www.google.com/base/feeds/snippets/7446817695346465267,0
b000in6tnq,http://www.google.com/base/feeds/snippets/18388258643346032817,0
b000ndid44,http://www.google.com/base/feeds/snippets/4247841323668156699,0
b000oziaz8,http://www.google.com/base/feeds/snippets/15207825953028155236,1
b000i84dts,http://www.google.com/base/feeds/snippets/18373254644070862441,1
b0009yx9bo,http://www.google.com/base/feeds/snippets/16354170032183470835,0
b000ccvp0a,http://www.google.com/base/feeds/snippets/12536674159579454939,1
b000in8mj0,http://www.google.com/base/feeds/snippets/15315822485835000773,0
b000100eg4,http://www.google.com/base/feeds/snippets/16916049275137353118,0
b000hcz9ac,http://www.google.com/base/feeds/snippets/18394964067436310447,1
b000edgo2q,http://www.google.com/base/feeds/snippets/7147648211015076337,1
b000fzvv3u,http://www.google.com/base/feeds/snippets/9675508034468866052,1
b0002itt84,http://www.google.com/base/feeds/snippets/3309575644503528659,0
b00007e8bi,http://www.google.com/base/feeds/snippets/17596883596074762243,0
b000bwzy7q,http://www.google.com/base/feeds/snippets/15905434410209587172,0
b0002h6x34,http://www.google.com/base/feeds/snippets/4471778480425102828,0
b0009afff6,http://www.google.com/base/feeds/snippets/9757350103424139605,1
b00021lrw2,http://www.google.com/base/feeds/snippets/6591008499871907116,1
b00005bigp,http://www.google.com/base/feeds/snippets/17738870551709614779,1
b000gcgqvy,http://www.google.com/base/feeds/snippets/17456162504360585884,1
b000lu89yi,http://www.google.com/base/feeds/snippets/18089023914130738551,1
b000cnf014,http://www.google.com/base/feeds/snippets/17760107129811199554,1
b000fzz730,http://www.google.com/base/feeds/snippets/10105070429318394420,1
b000gaqlxe,http://www.google.com/base/feeds/snippets/13825743693732119715,1
b000qjrska,http://www.google.com/base/feeds/snippets/18371727039035112852,1
b00006ijx1,http://www.google.com/base/feeds/snippets/222400256379219119,0
b000hjott2,http://www.google.com/base/feeds/snippets/17101910436938629162,0
b000gcgq82,http://www.google.com/base/feeds/snippets/16921328283361819228,1
b000bwbu6u,http://www.google.com/base/feeds/snippets/6282886480523973402,1
b000egmaj4,http://www.google.com/base/feeds/snippets/14100958400236899770,0
b0007wv3ei,http://www.google.com/base/feeds/snippets/18347005743602331538,1
b000mgo5bw,http://www.google.com/base/feeds/snippets/9250111493808447085,1
b0000959kx,http://www.google.com/base/feeds/snippets/6052848636732301170,1
b000barbaq,http://www.google.com/base/feeds/snippets/124870490385972224,1
b000bb7fjw,http://www.google.com/base/feeds/snippets/17614065814468597783,1
b0007sxgmo,http://www.google.com/base/feeds/snippets/12250274471957898660,1
b00019jgwi,http://www.google.com/base/feeds/snippets/17031778429388398652,0
b000byruai,http://www.google.com/base/feeds/snippets/10307558685940721323,1
b000byr41s,http://www.google.com/base/feeds/snippets/2583985271947672564,0
b000bgtvbc,http://www.google.com/base/feeds/snippets/15661314377252665074,1
b000f613x2,http://www.google.com/base/feeds/snippets/16682524377795823497,0
b000hbxjve,http://www.google.com/base/feeds/snippets/17956249157120493393,1
b000ndibwi,http://www.google.com/base/feeds/snippets/596526892186899957,1
b000ozjtoo,http://www.google.com/base/feeds/snippets/13637950682292849732,1
b000h14rr4,http://www.google.com/base/feeds/snippets/10426833843056008758,1
b000hhvb5e,http://www.google.com/base/feeds/snippets/13535179607560062827,0
b000ap422c,http://www.google.com/base/feeds/snippets/13143355002649939201,0
b000afkxso,http://www.google.com/base/feeds/snippets/18365507478568694929,0
b000kgg6ru,http://www.google.com/base/feeds/snippets/18376040240975627932,0
b0002c3vqq,http://www.google.com/base/feeds/snippets/747800619686534084,0
b00008ajjc,http://www.google.com/base/feeds/snippets/15030217405491356248,0
b000hbxjve,http://www.google.com/base/feeds/snippets/3563944773207265055,0
b000pgs3cq,http://www.google.com/base/feeds/snippets/12929818547905903048,0
b0009h9q1i,http://www.google.com/base/feeds/snippets/5665024204886410,1
b000e8jlbc,http://www.google.com/base/feeds/snippets/13523201367240249515,0
b000hl1eie,http://www.google.com/base/feeds/snippets/10217306837122444015,1
b000ovnlxs,http://www.google.com/base/feeds/snippets/12398024089660412056,1
b0000azvvs,http://www.google.com/base/feeds/snippets/16472286186041116906,0
b0009yx9be,http://www.google.com/base/feeds/snippets/1021042895134770712,1
b000pgvk5s,http://www.google.com/base/feeds/snippets/1872945109493928217,1
b000fbju6e,http://www.google.com/base/feeds/snippets/15544999546747963941,0
b000f613x2,http://www.google.com/base/feeds/snippets/16682524377795823497,0
b000314vvu,http://www.google.com/base/feeds/snippets/7626478805415409435,0
b000b6oboo,http://www.google.com/base/feeds/snippets/18371419521576660155,0
b000fjs8sc,http://www.google.com/base/feeds/snippets/65578552457551022,1
b0000vyk1o,http://www.google.com/base/feeds/snippets/17409160117322953940,1
b000067fk7,http://www.google.com/base/feeds/snippets/1832664201831888645,1
b00021xhzw,http://www.google.com/base/feeds/snippets/4699273716641936158,0
b000ehpzxq,http://www.google.com/base/feeds/snippets/18381050378194058330,1
b000b3z2zo,http://www.google.com/base/feeds/snippets/5286999908576362211,1
b000fer1d0,http://www.google.com/base/feeds/snippets/17020261670293385352,0
b0001wn16m,http://www.google.com/base/feeds/snippets/10092468528845066077,1
b0001gjc52,http://www.google.com/base/feeds/snippets/15762572854796538007,0
b0001xdysq,http://www.google.com/base/feeds/snippets/14182231694994497845,0
b000fdetx6,http://www.google.com/base/feeds/snippets/1298387803049191225,1
b000epcfz4,http://www.google.com/base/feeds/snippets/13118744398423334173,1
b00006sijq,http://www.google.com/base/feeds/snippets/12017561125627261759,1
b000g7wses,http://www.google.com/base/feeds/snippets/18073883319223617218,1
b000bb7fjw,http://www.google.com/base/feeds/snippets/13807405031002803472,0
b000fovsha,http://www.google.com/base/feeds/snippets/17285189275812329124,1
b000083k83,http://www.google.com/base/feeds/snippets/18439030063794622523,1
b0001fyrq2,http://www.google.com/base/feeds/snippets/14693413290856659257,1
b000lrdlia,http://www.google.com/base/feeds/snippets/4142751275091158911,1
b000m6xk4k,http://www.google.com/base/feeds/snippets/7516347790713287981,1
b000nknb26,http://www.google.com/base/feeds/snippets/18407763828897928168,1
b000bawkpm,http://www.google.com/base/feeds/snippets/18369604924108315052,0
b000o26lo8,http://www.google.com/base/feeds/snippets/7972469902462196789,1
b000fp0k0u,http://www.google.com/base/feeds/snippets/18361031555677210749,0
b000cp4ja0,http://www.google.com/base/feeds/snippets/12889229815100404501,0
b000gpsz42,http://www.google.com/base/feeds/snippets/13206348825248105112,0
b0009suw4w,http://www.google.com/base/feeds/snippets/15225033550813138835,0
b000090179,http://www.google.com/base/feeds/snippets/4323218411575640054,1
b000gcj6mk,http://www.google.com/base/feeds/snippets/1766122214269018147,0
b000fp0k0u,http://www.google.com/base/feeds/snippets/716894577224484053,1
b000brm3xe,http://www.google.com/base/feeds/snippets/18396085441922746096,1
b000ehpzv8,http://www.google.com/base/feeds/snippets/17138232112312322851,0
b000ehs6ic,http://www.google.com/base/feeds/snippets/9897777989987457856,1
b000eu10wi,http://www.google.com/base/feeds/snippets/13663736690242275539,0
b000lptgc2,http://www.google.com/base/feeds/snippets/1759747759895818218,0
b0001wn16m,http://www.google.com/base/feeds/snippets/18372325427432567642,1
b0000vmimw,http://www.google.com/base/feeds/snippets/18364436159487312703,1
b0000c7fpt,http://www.google.com/base/feeds/snippets/17175991674191849246,1
1931102953,http://www.google.com/base/feeds/snippets/12729065138733783657,1
b000ap0h94,http://www.google.com/base/feeds/snippets/7651654029530591686,1
b000m6wlyk,http://www.google.com/base/feeds/snippets/5880563044501078867,0
b000cs3sdq,http://www.google.com/base/feeds/snippets/12956485848771496004,0
b00099xf0e,http://www.google.com/base/feeds/snippets/16819471998102486336,1
b000b6kh38,http://www.google.com/base/feeds/snippets/18277398973089665313,1
b000hcz8gm,http://www.google.com/base/feeds/snippets/5177461997450949985,0
b000butd6q,http://www.google.com/base/feeds/snippets/4555576140890007510,0
b000ehs6ic,http://www.google.com/base/feeds/snippets/18418087816975565365,0
b000qd9f5w,http://www.google.com/base/feeds/snippets/16981277851522177810,1
b000lp6jky,http://www.google.com/base/feeds/snippets/908293428104495266,1
b000hcz8ey,http://www.google.com/base/feeds/snippets/16790631679419428442,0
b000fqvxge,http://www.google.com/base/feeds/snippets/12956485848771496004,0
b0001gu7g0,http://www.google.com/base/feeds/snippets/17647670175814866187,0
b000cs3s2c,http://www.google.com/base/feeds/snippets/17715266298340609214,1
b000gb1xfo,http://www.google.com/base/feeds/snippets/5068947095089747483,1
b000aa878m,http://www.google.com/base/feeds/snippets/8755851873127965303,0
b00008nruc,http://www.google.com/base/feeds/snippets/12372782957076635523,0
b000in35ho,http://www.google.com/base/feeds/snippets/17101910436938629162,1
b000hl1eie,http://www.google.com/base/feeds/snippets/17199343428206068180,0
b000ndid26,http://www.google.com/base/feeds/snippets/17477502346334387395,0
b000gcbov6,http://www.google.com/base/feeds/snippets/17790799708366999123,0
b000ro5o78,http://www.google.com/base/feeds/snippets/18370662348326877910,1
b000ogsyjy,http://www.google.com/base/feeds/snippets/12888310742533865831,0
b000icpfmi,http://www.google.com/base/feeds/snippets/14325412592062687221,1
b0006a5iwe,http://www.google.com/base/feeds/snippets/2275328841264109872,1
b0006n99k8,http://www.google.com/base/feeds/snippets/17425291246427623053,1
b000ovft92,http://www.google.com/base/feeds/snippets/18103385353112099012,0
b000098xjo,http://www.google.com/base/feeds/snippets/7012676490202124623,0
b000lp6jky,http://www.google.com/base/feeds/snippets/18194644157865671098,0
b000krd3bq,http://www.google.com/base/feeds/snippets/17596883596074762243,1
b000hhxevi,http://www.google.com/base/feeds/snippets/2710470763365986624,1
b000ra3l3g,http://www.google.com/base/feeds/snippets/16622880533554607802,0
b00006iqth,http://www.google.com/base/feeds/snippets/13286819633533674312,1
b0000dbykm,http://www.google.com/base/feeds/snippets/5880563044501078867,0
b000i82j80,http://www.google.com/base/feeds/snippets/18434262004669557918,1
b0006g2zce,http://www.google.com/base/feeds/snippets/16821958940203637711,1
b000a7q6n8,http://www.google.com/base/feeds/snippets/9575830162604297862,1
b00019tb00,http://www.google.com/base/feeds/snippets/251538724524961694,1
