,0
brand,0.8687615526802218
modelno,0.033271719038817
title,0.2735674676524954
price,0.0073937153419593345
dimensions,0.022181146025878003
imageurl,0.11275415896487985
shipweight,0.08133086876155268
brand/modelno,0.9408502772643254
brand/title,0.9759704251386322
brand/price,0.8632162661737524
brand/dimensions,0.8798521256931608
brand/imageurl,0.9815157116451017
brand/shipweight,0.9574861367837338
modelno/title,0.4121996303142329
modelno/price,0.022181146025878003
modelno/dimensions,0.038817005545286505
modelno/imageurl,0.2846580406654344
modelno/shipweight,0.1866913123844732
title/price,0.2698706099815157
title/dimensions,0.2735674676524954
title/imageurl,0.6451016635859519
title/shipweight,0.5286506469500925
price/dimensions,0.014787430683918669
price/imageurl,0.10720887245841035
price/shipweight,0.066543438077634
dimensions/imageurl,0.12384473197781885
dimensions/shipweight,0.08502772643253234
imageurl/shipweight,0.5526802218114603
brand/modelno/title,0.9981515711645101
brand/modelno/price,0.9297597042513863
brand/modelno/dimensions,0.9482439926062847
brand/modelno/imageurl,0.9944547134935305
brand/modelno/shipweight,0.9870609981515711
brand/title/price,0.9722735674676525
brand/title/dimensions,0.9815157116451017
brand/title/imageurl,1.0
brand/title/shipweight,0.9981515711645101
brand/price/dimensions,0.8687615526802218
brand/price/imageurl,0.988909426987061
brand/price/shipweight,0.9574861367837338
brand/dimensions/imageurl,0.9852125693160814
brand/dimensions/shipweight,0.9648798521256932
brand/imageurl/shipweight,1.0
modelno/title/price,0.4011090573012939
modelno/title/dimensions,0.43068391866913125
modelno/title/imageurl,0.8170055452865065
modelno/title/shipweight,0.7264325323475046
modelno/price/dimensions,0.036968576709796676
modelno/price/imageurl,0.25693160813308685
modelno/price/shipweight,0.1478743068391867
modelno/dimensions/imageurl,0.29944547134935307
modelno/dimensions/shipweight,0.1866913123844732
modelno/imageurl/shipweight,0.7634011090573013
title/price/dimensions,0.2828096118299446
title/price/imageurl,0.6303142329020333
title/price/shipweight,0.5083179297597042
title/dimensions/imageurl,0.6469500924214417
title/dimensions/shipweight,0.5415896487985212
title/imageurl/shipweight,0.9390018484288355
price/dimensions/imageurl,0.11829944547134935
price/dimensions/shipweight,0.07578558225508318
price/imageurl/shipweight,0.5286506469500925
dimensions/imageurl/shipweight,0.5822550831792976
brand/modelno/title/price,0.9981515711645101
brand/modelno/title/dimensions,0.9981515711645101
brand/modelno/title/imageurl,1.0
brand/modelno/title/shipweight,1.0
brand/modelno/price/dimensions,0.944547134935305
brand/modelno/price/imageurl,0.9944547134935305
brand/modelno/price/shipweight,0.9870609981515711
brand/modelno/dimensions/imageurl,0.9944547134935305
brand/modelno/dimensions/shipweight,0.9907578558225508
brand/modelno/imageurl/shipweight,1.0
brand/title/price/dimensions,0.977818853974122
brand/title/price/imageurl,1.0
brand/title/price/shipweight,0.9981515711645101
brand/title/dimensions/imageurl,1.0
brand/title/dimensions/shipweight,0.9981515711645101
brand/title/imageurl/shipweight,1.0
brand/price/dimensions/imageurl,0.988909426987061
brand/price/dimensions/shipweight,0.9685767097966729
brand/price/imageurl/shipweight,1.0
brand/dimensions/imageurl/shipweight,1.0
modelno/title/price/dimensions,0.4399260628465804
modelno/title/price/imageurl,0.8299445471349353
modelno/title/price/shipweight,0.7005545286506469
modelno/title/dimensions/imageurl,0.8410351201478743
modelno/title/dimensions/shipweight,0.7375231053604436
modelno/title/imageurl/shipweight,0.9833641404805915
modelno/price/dimensions/imageurl,0.27911275415896486
modelno/price/dimensions/shipweight,0.16081330868761554
modelno/price/imageurl/shipweight,0.722735674676525
modelno/dimensions/imageurl/shipweight,0.7615526802218114
title/price/dimensions/imageurl,0.6414048059149723
title/price/dimensions/shipweight,0.512014787430684
title/price/imageurl/shipweight,0.9279112754158965
title/dimensions/imageurl/shipweight,0.955637707948244
price/dimensions/imageurl/shipweight,0.5397412199630314
