ltable_id,rtable_id,label
5340,44934,0
1683,23781,1
3365,10431,0
6234,13713,1
3258,10507,0
3306,34349,0
3864,8306,1
4744,35058,0
1630,45920,0
3571,48399,0
3437,39361,0
6044,8264,0
1537,45974,0
6047,4667,1
4067,33865,0
1193,28008,1
2222,815,1
3356,39335,1
5077,40465,1
2802,50745,0
3815,9714,0
5885,19151,1
3253,1998,0
5001,3099,1
3870,23889,1
3391,29050,0
5703,23084,0
110,53087,1
2582,18228,0
3421,34320,1
3747,10126,0
6420,50750,0
1136,7802,0
3292,7440,1
147,50730,1
1406,48287,1
425,32368,0
4547,26140,1
254,49104,1
1738,13909,0
5122,34113,1
1225,50734,0
592,43689,1
5806,6499,1
3612,42894,0
2368,33786,1
6458,18807,1
5143,43647,1
2456,24297,1
4587,26140,1
1358,42278,1
4010,37364,0
4067,34192,0
1777,51404,0
1736,10938,1
3507,23084,1
498,29283,1
4088,51467,0
943,21524,0
5483,38086,0
1626,7829,0
3443,31685,0
439,13393,0
2399,29849,1
5185,44475,0
3537,7420,0
508,55899,1
5488,48767,0
1643,33410,0
2160,16385,0
4269,39138,0
6272,54414,0
3414,27572,0
5227,27254,1
836,23706,1
1918,9358,1
1636,27530,1
4070,230,0
2833,7786,0
394,36429,0
5726,4470,1
1489,3898,1
3926,16397,1
1069,11277,1
5761,21517,1
4658,45905,0
4312,6130,1
6764,51438,1
3771,38442,1
4659,41090,1
3870,23901,1
433,33307,1
416,33321,1
3944,18970,1
6280,47818,1
4094,15059,0
1381,26334,0
2810,29879,0
4610,26152,1
6218,29583,1
1541,13123,0
2576,18205,0
5712,35057,1
1379,2003,0
205,41179,1
1776,33397,1
1521,4843,0
2993,23807,0
3104,22995,1
2901,21458,1
3820,29745,0
5827,6502,1
642,24635,1
3618,49074,0
3364,39312,0
6634,824,1
1523,10366,0
1164,27994,1
5542,10251,1
3376,7414,1
3501,309,0
6429,31088,1
5188,30327,0
2337,54230,1
1148,7757,1
5677,30503,0
5048,38275,0
4560,30724,0
1897,51626,1
1151,53282,1
6724,17069,1
4875,6275,0
1946,23456,1
5518,9828,1
5378,20100,0
4795,30291,0
4413,42103,1
4691,8113,0
3458,33426,0
1777,20232,1
1484,7428,0
1186,13134,0
2473,19865,0
3441,31633,0
2834,53255,1
4700,7416,0
3734,47848,1
4718,7783,0
6592,38375,1
2819,16773,0
6523,9690,0
3503,54798,1
2666,35475,1
4669,41083,1
6425,31102,1
249,53087,1
1595,52925,1
1735,10926,1
2812,47863,1
6590,7255,0
3448,44476,0
2845,52867,1
1496,3200,0
1638,304,0
4301,29695,1
251,53047,1
4468,31072,1
1092,40428,0
