ltable_id,rtable_id,label
630,315,1
596,120,0
602,126,0
980,126,0
957,125,0
961,133,0
578,263,1
606,286,0
598,283,1
542,227,1
641,326,1
571,256,1
539,224,1
965,289,0
597,282,1
963,137,0
961,287,0
983,131,0
642,215,0
624,309,1
644,329,1
608,293,1
961,141,0
609,294,1
967,141,0
546,231,1
601,287,0
971,133,0
965,137,0
980,286,0
589,274,1
638,323,1
965,133,0
961,131,0
552,237,1
549,234,1
626,311,1
541,226,1
610,295,1
958,140,0
631,316,1
961,287,0
967,289,0
640,325,1
601,129,0
567,252,1
602,286,0
972,286,0
604,133,0
961,287,0
965,134,0
965,141,0
606,131,0
550,235,1
982,129,0
643,328,1
961,137,0
556,241,1
958,134,0
579,264,1
605,290,1
538,223,1
617,302,1
972,134,0
595,280,1
586,271,1
600,285,1
560,245,1
606,133,0
574,259,1
547,232,1
972,131,0
623,308,1
558,243,1
564,249,1
594,279,1
590,275,1
958,137,0
635,320,1
553,238,1
972,131,0
604,131,0
588,273,1
982,286,0
614,299,1
585,270,1
642,327,1
972,134,0
983,134,0
620,305,1
967,141,0
625,331,0
625,331,0
645,330,1
575,260,1
548,233,1
561,246,1
604,129,0
982,291,0
554,239,1
601,137,0
580,265,1
602,124,0
971,137,0
961,124,0
980,137,0
596,281,1
958,126,0
536,221,1
593,278,1
978,133,0
602,141,0
577,262,1
544,229,1
963,141,0
607,292,1
601,141,0
972,134,0
963,137,0
971,131,0
978,137,0
632,317,1
537,222,1
627,312,1
971,287,0
982,141,0
961,287,0
584,269,1
978,286,0
534,219,1
628,313,1
629,314,1
603,288,1
583,268,1
582,267,1
619,304,1
972,287,0
557,242,1
612,297,1
634,319,1
972,134,0
602,129,0
604,141,0
