songname;artistname;albumname;genre;price;copyright;time;released
0.22318042470055682;0.19618698981593963;0.1262188489879216;0.05955082585066214;0.09679160152122167;0.07695256423404338;0.0;0.0
0.0;0.06262932743548284;0.0;0.07559485041791675;0.09679160152122167;0.18077869241613687;0.0;0.0
0.40492951980663594;0.08277558303053542;0.037708607520288186;0.1003847634496827;0.09679160152122167;0.15433652728728361;0.0;0.0
0.1817926886743692;0.07389475558804522;0.17230919399587463;0.10814392222877202;0.09679160152122167;0.19196838444294806;0.0;0.0
0.03798641889608347;0.035040611560813395;0.0850407223129106;0.07328617072605523;0.09679160152122167;0.07496222974461497;0.0;0.0
0.696329497194762;0.0;0.32530684799466075;0.04826108338549838;0.09679160152122167;0.05199941131700406;0.0;0.0
0.7720141345965175;0.08061952916726121;0.32807633358174104;0.08208079020456885;0.09159681847796701;0.0;0.0;0.0
0.4778391420770383;0.08141261947845463;0.049461079073950115;0.07737649153576553;0.09679160152122167;0.09010702912935092;0.0;0.0
0.40196186129293576;0.08904408322716377;0.40196185532869716;0.08363848578284376;0.09679160152122167;0.09853467820886762;0.0;0.0
0.25332708560666867;0.035858785946710096;0.2517349323720443;0.07798710814579696;0.0;0.0519332528312049;0.0;0.0
0.0;0.11244473634975523;0.0;0.13042501723451208;0.09679160152122167;0.12818164700473933;0.0;0.0
0.2028721180452034;0.046358876836239606;0.09189738736416106;0.0;0.09679160152122167;0.03964914247795199;0.0;0.0
0.8936993072352111;0.0;0.0;0.14371768890943373;0.09679160152122167;0.0;0.0;0.0
0.23424301535440248;0.0;0.29646918520320625;0.08536058171245686;0.09679160152122167;0.1518253834750574;0.0;0.0
0.04470136067547155;0.11244473634975523;0.045014822278765694;0.19867207929783126;0.09679160152122167;0.1032064175029469;0.0;0.0
0.37008048284150913;0.1038477251239985;0.1892196817347324;0.17496443811582255;0.09159681847796701;0.09505343717114327;0.0;0.03715025793286239
0.16163416095845434;0.0;0.0;0.07237897518618776;0.09679160152122167;0.0;0.0;0.0
0.08399818308529823;0.06216926356847613;0.2264959363869241;0.14318164243323733;0.09159681847796701;0.14504257100928378;0.0;0.0
0.08989848096522407;0.046358876836239606;0.034775720259903026;0.06540017868401529;0.09679160152122167;0.10043923959672073;0.0;0.0
0.5734684997769174;0.10858335174663504;0.09862653081636932;0.04236301260698062;0.09159681847796701;0.18675026118927388;0.0;0.0
0.039546148725186914;0.048340305449559154;0.13651300120997134;0.11508475913378632;0.09679160152122167;0.0459743518743488;0.0;0.0
