,0
Song_Name,0.7301587301587301
Artist_Name,0.19047619047619047
Album_Name,0.07936507936507936
Genre,0.07936507936507936
Price,0.047619047619047616
CopyRight,0.06349206349206349
Time,0.047619047619047616
Released,0.06349206349206349
Song_Name/Artist_Name,1.0
Song_Name/Album_Name,0.7777777777777778
Song_Name/Genre,0.8412698412698413
Song_Name/Price,0.7301587301587301
Song_Name/CopyRight,0.746031746031746
Song_Name/Time,0.7301587301587301
Song_Name/Released,0.7301587301587301
Artist_Name/Album_Name,0.30158730158730157
Artist_Name/Genre,0.2857142857142857
Artist_Name/Price,0.19047619047619047
Artist_Name/CopyRight,0.2222222222222222
Artist_Name/Time,0.19047619047619047
Artist_Name/Released,0.19047619047619047
Album_Name/Genre,0.15873015873015872
Album_Name/Price,0.07936507936507936
Album_Name/CopyRight,0.1111111111111111
Album_Name/Time,0.07936507936507936
Album_Name/Released,0.07936507936507936
Genre/Price,0.07936507936507936
Genre/CopyRight,0.09523809523809523
Genre/Time,0.07936507936507936
Genre/Released,0.07936507936507936
Price/CopyRight,0.06349206349206349
Price/Time,0.047619047619047616
Price/Released,0.06349206349206349
CopyRight/Time,0.06349206349206349
CopyRight/Released,0.047619047619047616
Time/Released,0.047619047619047616
Song_Name/Artist_Name/Album_Name,1.0
Song_Name/Artist_Name/Genre,1.0
Song_Name/Artist_Name/Price,1.0
Song_Name/Artist_Name/CopyRight,0.9841269841269841
Song_Name/Artist_Name/Time,1.0
Song_Name/Artist_Name/Released,1.0
Song_Name/Album_Name/Genre,0.873015873015873
Song_Name/Album_Name/Price,0.7777777777777778
Song_Name/Album_Name/CopyRight,0.7936507936507936
Song_Name/Album_Name/Time,0.7777777777777778
Song_Name/Album_Name/Released,0.7936507936507936
Song_Name/Genre/Price,0.8412698412698413
Song_Name/Genre/CopyRight,0.8412698412698413
Song_Name/Genre/Time,0.8253968253968254
Song_Name/Genre/Released,0.8253968253968254
Song_Name/Price/CopyRight,0.746031746031746
Song_Name/Price/Time,0.7301587301587301
Song_Name/Price/Released,0.7301587301587301
Song_Name/CopyRight/Time,0.746031746031746
Song_Name/CopyRight/Released,0.7619047619047619
Song_Name/Time/Released,0.7301587301587301
Artist_Name/Album_Name/Genre,0.36507936507936506
Artist_Name/Album_Name/Price,0.30158730158730157
Artist_Name/Album_Name/CopyRight,0.30158730158730157
Artist_Name/Album_Name/Time,0.30158730158730157
Artist_Name/Album_Name/Released,0.30158730158730157
Artist_Name/Genre/Price,0.2857142857142857
Artist_Name/Genre/CopyRight,0.2698412698412698
Artist_Name/Genre/Time,0.2857142857142857
Artist_Name/Genre/Released,0.2857142857142857
Artist_Name/Price/CopyRight,0.23809523809523808
Artist_Name/Price/Time,0.19047619047619047
Artist_Name/Price/Released,0.19047619047619047
Artist_Name/CopyRight/Time,0.2222222222222222
Artist_Name/CopyRight/Released,0.2222222222222222
Artist_Name/Time/Released,0.19047619047619047
