,0
Song_Name,0.6666666666666666
Artist_Name,0.12698412698412698
Album_Name,0.015873015873015872
Genre,0.0
Price,0.0
CopyRight,0.0
Time,0.0
Released,0.0
Song_Name/Artist_Name,0.8571428571428571
Song_Name/Album_Name,0.7301587301587301
Song_Name/Genre,0.6984126984126984
Song_Name/Price,0.6666666666666666
Song_Name/CopyRight,0.6349206349206349
Song_Name/Time,0.6666666666666666
Song_Name/Released,0.6666666666666666
Artist_Name/Album_Name,0.15873015873015872
Artist_Name/Genre,0.19047619047619047
Artist_Name/Price,0.12698412698412698
Artist_Name/CopyRight,0.12698412698412698
Artist_Name/Time,0.12698412698412698
Artist_Name/Released,0.12698412698412698
Album_Name/Genre,0.015873015873015872
Album_Name/Price,0.015873015873015872
Album_Name/CopyRight,0.0
Album_Name/Time,0.015873015873015872
Album_Name/Released,0.015873015873015872
Genre/Price,0.0
Genre/CopyRight,0.0
Genre/Time,0.0
Genre/Released,0.0
Price/CopyRight,0.0
Price/Time,0.0
Price/Released,0.0
CopyRight/Time,0.0
CopyRight/Released,0.0
Time/Released,0.0
Song_Name/Artist_Name/Album_Name,0.9047619047619048
Song_Name/Artist_Name/Genre,0.8888888888888888
Song_Name/Artist_Name/Price,0.8571428571428571
Song_Name/Artist_Name/CopyRight,0.8571428571428571
Song_Name/Artist_Name/Time,0.8571428571428571
Song_Name/Artist_Name/Released,0.8571428571428571
Song_Name/Album_Name/Genre,0.7777777777777778
Song_Name/Album_Name/Price,0.7301587301587301
Song_Name/Album_Name/CopyRight,0.7142857142857143
Song_Name/Album_Name/Time,0.7301587301587301
Song_Name/Album_Name/Released,0.7301587301587301
Song_Name/Genre/Price,0.6984126984126984
Song_Name/Genre/CopyRight,0.6984126984126984
Song_Name/Genre/Time,0.6984126984126984
Song_Name/Genre/Released,0.6984126984126984
Song_Name/Price/CopyRight,0.6349206349206349
Song_Name/Price/Time,0.6666666666666666
Song_Name/Price/Released,0.6666666666666666
Song_Name/CopyRight/Time,0.6349206349206349
Song_Name/CopyRight/Released,0.6349206349206349
Song_Name/Time/Released,0.6666666666666666
Artist_Name/Album_Name/Genre,0.23809523809523808
Artist_Name/Album_Name/Price,0.1746031746031746
Artist_Name/Album_Name/CopyRight,0.1746031746031746
Artist_Name/Album_Name/Time,0.15873015873015872
Artist_Name/Album_Name/Released,0.15873015873015872
Artist_Name/Genre/Price,0.19047619047619047
Artist_Name/Genre/CopyRight,0.2222222222222222
Artist_Name/Genre/Time,0.19047619047619047
Artist_Name/Genre/Released,0.20634920634920634
Artist_Name/Price/CopyRight,0.12698412698412698
Artist_Name/Price/Time,0.12698412698412698
Artist_Name/Price/Released,0.12698412698412698
Artist_Name/CopyRight/Time,0.12698412698412698
Artist_Name/CopyRight/Released,0.12698412698412698
Artist_Name/Time/Released,0.12698412698412698
Album_Name/Genre/Price,0.015873015873015872
Album_Name/Genre/CopyRight,0.0
Album_Name/Genre/Time,0.015873015873015872
Album_Name/Genre/Released,0.015873015873015872
Album_Name/Price/CopyRight,0.0
Album_Name/Price/Time,0.015873015873015872
Album_Name/Price/Released,0.015873015873015872
Album_Name/CopyRight/Time,0.0
Album_Name/CopyRight/Released,0.0
Album_Name/Time/Released,0.015873015873015872
Genre/Price/CopyRight,0.0
Genre/Price/Time,0.0
Genre/Price/Released,0.0
Genre/CopyRight/Time,0.0
Genre/CopyRight/Released,0.0
Genre/Time/Released,0.0
Price/CopyRight/Time,0.0
Price/CopyRight/Released,0.0
Price/Time/Released,0.0
CopyRight/Time/Released,0.0
Song_Name/Artist_Name/Album_Name/Genre,0.9523809523809523
Song_Name/Artist_Name/Album_Name/Price,0.9047619047619048
Song_Name/Artist_Name/Album_Name/CopyRight,0.9206349206349206
Song_Name/Artist_Name/Album_Name/Time,0.9047619047619048
Song_Name/Artist_Name/Album_Name/Released,0.9047619047619048
Song_Name/Artist_Name/Genre/Price,0.8888888888888888
Song_Name/Artist_Name/Genre/CopyRight,0.9206349206349206
Song_Name/Artist_Name/Genre/Time,0.8888888888888888
Song_Name/Artist_Name/Genre/Released,0.8888888888888888
Song_Name/Artist_Name/Price/CopyRight,0.8571428571428571
Song_Name/Artist_Name/Price/Time,0.8571428571428571
Song_Name/Artist_Name/Price/Released,0.8571428571428571
Song_Name/Artist_Name/CopyRight/Time,0.8571428571428571
Song_Name/Artist_Name/CopyRight/Released,0.8412698412698413
Song_Name/Artist_Name/Time/Released,0.8571428571428571
Song_Name/Album_Name/Genre/Price,0.7777777777777778
Song_Name/Album_Name/Genre/CopyRight,0.8095238095238095
Song_Name/Album_Name/Genre/Time,0.7619047619047619
Song_Name/Album_Name/Genre/Released,0.7619047619047619
Song_Name/Album_Name/Price/CopyRight,0.7142857142857143
Song_Name/Album_Name/Price/Time,0.7301587301587301
Song_Name/Album_Name/Price/Released,0.7301587301587301
Song_Name/Album_Name/CopyRight/Time,0.7142857142857143
