,0
Song_Name,0.013333333333333334
Artist_Name,0.013333333333333334
Album_Name,0.0
Genre,0.013333333333333334
Price,0.0
CopyRight,0.0
Time,0.013333333333333334
Released,0.013333333333333334
Song_Name/Artist_Name,0.16
Song_Name/Album_Name,0.013333333333333334
Song_Name/Genre,0.04
Song_Name/Price,0.013333333333333334
Song_Name/CopyRight,0.02666666666666667
Song_Name/Time,0.09333333333333334
Song_Name/Released,0.02666666666666667
Artist_Name/Album_Name,0.04
Artist_Name/Genre,0.2
Artist_Name/Price,0.05333333333333334
Artist_Name/CopyRight,0.05333333333333334
Artist_Name/Time,0.26666666666666666
Artist_Name/Released,0.10666666666666667
Album_Name/Genre,0.02666666666666667
Album_Name/Price,0.0
Album_Name/CopyRight,0.013333333333333334
Album_Name/Time,0.02666666666666667
Album_Name/Released,0.013333333333333334
Genre/Price,0.013333333333333334
Genre/CopyRight,0.0
Genre/Time,0.09333333333333334
Genre/Released,0.02666666666666667
Price/CopyRight,0.02666666666666667
Price/Time,0.05333333333333334
Price/Released,0.013333333333333334
CopyRight/Time,0.05333333333333334
CopyRight/Released,0.02666666666666667
Time/Released,0.06666666666666667
Song_Name/Artist_Name/Album_Name,0.29333333333333333
Song_Name/Artist_Name/Genre,0.5333333333333333
Song_Name/Artist_Name/Price,0.21333333333333335
Song_Name/Artist_Name/CopyRight,0.21333333333333335
Song_Name/Artist_Name/Time,0.6266666666666667
Song_Name/Artist_Name/Released,0.38666666666666666
Song_Name/Album_Name/Genre,0.06666666666666667
Song_Name/Album_Name/Price,0.013333333333333334
Song_Name/Album_Name/CopyRight,0.06666666666666667
Song_Name/Album_Name/Time,0.16
Song_Name/Album_Name/Released,0.02666666666666667
Song_Name/Genre/Price,0.05333333333333334
Song_Name/Genre/CopyRight,0.06666666666666667
Song_Name/Genre/Time,0.24
Song_Name/Genre/Released,0.08
Song_Name/Price/CopyRight,0.05333333333333334
Song_Name/Price/Time,0.12
Song_Name/Price/Released,0.06666666666666667
Song_Name/CopyRight/Time,0.10666666666666667
Song_Name/CopyRight/Released,0.08
Song_Name/Time/Released,0.18666666666666668
Artist_Name/Album_Name/Genre,0.36
Artist_Name/Album_Name/Price,0.10666666666666667
Artist_Name/Album_Name/CopyRight,0.10666666666666667
Artist_Name/Album_Name/Time,0.41333333333333333
Artist_Name/Album_Name/Released,0.22666666666666666
Artist_Name/Genre/Price,0.25333333333333335
Artist_Name/Genre/CopyRight,0.28
Artist_Name/Genre/Time,0.7733333333333333
Artist_Name/Genre/Released,0.38666666666666666
Artist_Name/Price/CopyRight,0.08
Artist_Name/Price/Time,0.3333333333333333
Artist_Name/Price/Released,0.16
Artist_Name/CopyRight/Time,0.3333333333333333
Artist_Name/CopyRight/Released,0.14666666666666667
Artist_Name/Time/Released,0.52
Album_Name/Genre/Price,0.02666666666666667
Album_Name/Genre/CopyRight,0.0
Album_Name/Genre/Time,0.14666666666666667
Album_Name/Genre/Released,0.04
Album_Name/Price/CopyRight,0.04
Album_Name/Price/Time,0.05333333333333334
Album_Name/Price/Released,0.013333333333333334
Album_Name/CopyRight/Time,0.08
Album_Name/CopyRight/Released,0.04
Album_Name/Time/Released,0.09333333333333334
