ltable_id,rtable_id,label
2450,2970,0
288,289,1
7048,5446,1
2987,7233,1
1004,1172,0
7213,4572,0
3190,2046,0
2552,932,0
6317,2988,0
2177,7221,0
7109,3815,1
4070,4475,1
5012,4926,0
435,2257,0
4105,5631,0
7198,5937,1
865,866,1
357,4190,0
4042,2635,1
5168,4782,0
1680,4046,1
4312,5402,1
3881,4686,1
429,430,1
4300,4334,1
5659,1259,1
416,3393,1
4613,6710,0
5901,1790,1
2443,5823,1
2328,2823,0
986,4981,0
199,3662,0
6245,1220,0
2046,3118,0
545,6282,0
187,4787,1
7057,794,0
3874,6237,1
2590,6389,0
260,261,1
6286,4652,1
4186,5744,0
5074,2451,1
6710,4980,1
4262,203,1
3285,3928,1
4217,3434,0
493,1243,1
7319,3183,0
7351,5848,0
4282,7512,1
3337,3292,1
1512,6903,0
82,2479,0
3189,5084,0
1656,5840,0
5165,6508,0
6388,5205,0
515,6191,1
6732,6025,1
6132,7101,0
1232,237,0
5714,389,0
5676,7220,1
5344,3347,1
2284,4011,0
2939,428,1
2743,4952,0
6466,5241,1
4166,2069,0
5240,3651,1
7456,2784,0
4177,4294,1
949,6856,0
460,3790,1
5569,81,0
94,3380,0
5124,5051,0
4782,1393,1
5897,1393,1
6745,5467,0
784,5605,0
1221,301,0
4013,2936,0
2473,2133,1
1096,5306,0
1252,5693,1
6419,221,0
7531,6615,1
3749,3748,1
3691,3692,1
2746,2047,1
4089,3044,1
5569,7226,0
4847,6942,1
7061,2822,0
2129,7471,0
3371,4367,0
6778,6275,1
4237,4238,1
6178,742,0
5770,4964,0
728,4177,1
5146,7523,1
4866,7076,1
5951,6820,1
6011,6947,1
825,5338,1
4,5,1
6530,5344,0
4652,7267,0
5192,5193,1
4357,5973,1
214,892,0
111,4440,1
5697,1059,1
3384,2473,0
7262,7083,1
2498,7386,0
4451,6346,1
637,4738,1
6147,4362,0
6184,5201,1
5419,3924,1
5417,5416,1
1750,2860,1
3445,4486,0
3616,6902,0
4416,2340,0
4691,6854,1
4704,3061,1
4853,5453,0
3994,3995,1
2406,4066,1
4506,2367,0
1336,7153,1
7119,6210,1
5697,7194,0
1836,5741,1
3769,3029,0
4315,6341,1
1005,3731,1
265,1321,0
6073,193,1
1936,7206,1
4882,3076,0
4298,874,1
3489,2432,0
5829,1689,1
4713,427,1
2795,1905,0
1206,1205,1
3417,4253,1
7507,2926,1
5513,6859,0
4867,7076,1
394,4057,0
2936,6046,1
7351,2187,0
3365,3245,0
5484,7389,1
157,2136,1
4868,2015,1
2906,5548,0
3323,5579,1
7369,1091,0
7465,6443,0
1313,3394,0
6732,5533,1
857,1022,0
417,1934,0
4422,5613,1
791,2815,1
2564,3467,1
177,1977,1
1376,1695,0
108,2293,0
1173,1174,1
609,429,1
7159,3029,0
6993,1450,1
5059,4374,0
3472,5320,1
3374,3375,1
4885,3927,1
4656,5483,0
4069,646,0
4962,1465,0
4850,3627,0
4253,192,0
7459,2531,0
712,4614,0
7451,5157,1
6270,3702,0
3226,241,1
6730,3409,1
1649,3404,0
7528,2174,1
2293,6193,0
569,533,0
2674,6965,1
6674,1321,0
5548,1665,0
2448,2449,1
7409,5929,0
657,2382,0
1366,1365,1
7296,2942,1
263,3417,0
730,731,1
4191,3384,0
1291,7471,1
2909,2910,1
4613,930,1
7435,5362,0
7243,2789,1
4662,4091,1
3733,5485,0
4337,7174,1
4629,369,1
995,759,0
6571,6078,1
218,515,1
5716,2587,1
6387,1443,0
3351,2721,1
82,6728,0
5373,6658,0
4439,5422,1
3793,4740,1
4270,6641,0
7213,1182,1
1233,4155,0
2365,2366,1
4315,2100,0
4562,2270,0
5145,1243,0
5506,3288,1
1337,2620,1
441,1648,0
2736,3713,0
2148,4542,0
3240,7035,0
4154,5076,1
2753,2754,1
3532,3531,1
3032,4442,1
4327,6658,0
1550,421,0
275,5365,0
4148,5662,0
6571,4190,1
4112,723,1
369,368,1
4520,1860,1
1149,3168,1
2276,3050,0
2968,6504,0
3180,5055,1
6902,71,1
1115,5871,0
4177,727,1
3472,3471,1
1415,3998,1
653,3418,1
2311,2312,1
2048,738,1
6052,2324,0
5912,7233,1
4289,1075,0
3769,5537,0
111,296,0
3334,4933,0
3335,5924,0
7448,4393,1
5242,7071,0
5715,5330,0
3532,6677,0
5641,1194,1
6328,4609,0
4681,2392,0
719,273,0
7314,6082,0
6916,3031,0
1184,5712,1
3371,6538,0
6938,6402,0
6500,5147,1
7495,4806,1
3790,4628,0
3472,3769,1
4944,2744,1
1122,1121,1
82,7315,0
6217,2920,0
1194,6032,0
2920,452,0
6299,7087,1
896,873,0
2458,7260,0
368,2692,0
4707,2884,1
614,613,1
614,3229,1
2585,2586,1
5379,5719,1
3267,6943,1
3724,6147,0
298,5013,1
611,5435,0
1689,3671,1
2988,2987,1
3758,7073,0
5692,436,1
1678,3264,0
148,2174,1
6283,3696,1
7356,6088,0
2085,421,0
149,2174,1
5741,7319,0
6811,4584,0
4997,6063,1
4316,4738,0
3300,4057,0
1536,6814,0
3984,3985,1
1270,6656,0
374,5217,1
1798,6221,0
3304,6663,0
2845,6504,1
4046,6710,0
1767,1374,1
2405,1652,0
7175,4818,0
5170,3060,0
7508,2421,1
2943,1467,0
1729,6245,1
3723,1318,0
3611,4322,1
373,3245,0
2454,2455,1
4998,2225,0
94,95,1
1504,3925,0
7274,6492,1
3221,1258,1
7110,7246,0
3378,6869,1
2891,3305,0
4246,973,0
6305,3806,0
3720,1879,0
7319,3594,0
4119,7424,1
2222,311,1
6131,3241,1
2617,5455,0
4228,7288,0
2880,5180,1
5015,111,1
5324,3323,0
2391,2392,1
4068,5721,0
3183,7095,1
1762,723,1
1757,4613,0
3313,5564,0
5034,7375,0
1,1198,0
3995,1131,0
3195,269,1
4799,6545,0
5993,5822,0
3918,4170,1
7101,6859,1
4293,7405,0
4710,3444,1
6811,1983,1
4365,4043,0
7418,1817,0
5737,7261,0
5554,958,0
5089,2877,1
5945,2473,0
5713,6854,1
3049,6807,0
4659,1040,0
4597,572,1
4806,4116,0
5169,6870,1
130,5584,0
7071,2092,0
4605,6059,1
2322,6480,0
25,24,1
6903,2849,0
6644,758,1
5379,2774,0
7039,3119,0
2597,7218,1
6689,6179,0
4138,5611,1
7421,5339,1
4362,1063,1
5206,2285,0
4006,2,0
2391,4124,0
4884,6182,1
3152,6412,0
2678,5372,0
5534,5721,0
5724,3384,0
2011,2012,1
2530,4981,0
1521,1196,0
5798,5760,1
2133,3517,0
4142,4482,0
4417,4416,1
3229,3006,0
2314,2313,1
2780,7350,1
823,4234,0
2389,2297,0
201,1536,1
6119,7388,1
5692,2378,0
1433,2686,0
1946,6698,1
3401,4613,0
3713,3714,1
33,2587,1
4573,4572,1
4366,4365,1
6748,2484,1
4121,2312,0
2989,187,1
5305,1182,0
5451,3583,1
5071,925,0
6203,1366,1
4270,2916,1
7030,6132,0
4393,724,0
647,3417,0
2323,4868,1
4610,3997,1
683,6559,1
1413,4476,0
7417,3384,0
3583,4018,0
4536,252,1
4285,2312,1
6685,4529,0
5378,7164,0
6032,1914,0
4740,960,1
